"it","SSM","logl","sig2","K-prot","K-pat","nk1","nk2","nk3","nk4","nk5","nk1","nk2","nk3","nk4","nk5"
2700,0.945262967127858,-48994.968598134,0.954071086886715,20,17,410,305,288,286,277,4,3,3,2,2
2710,0.945958535913415,-49032.8013658786,0.948583430940204,20,17,414,305,297,289,276,4,3,3,2,2
2720,0.946507437538698,-49063.2864673739,0.947665989444354,20,16,413,306,304,288,287,4,3,3,3,2
2730,0.945926873503536,-49031.1379186139,0.956215555826419,20,17,406,308,303,292,285,4,3,2,2,2
2740,0.944961234272466,-48978.076512436,0.942110387653875,20,17,399,302,296,296,293,4,3,3,2,2
2750,0.945443812587265,-49004.5149809222,0.946050647473575,20,17,394,303,302,299,286,4,3,2,2,2
2760,0.946441576427749,-49059.3934238226,0.943262256951909,20,17,410,299,298,291,272,4,3,2,2,2
2770,0.946209748595574,-49046.6686724234,0.947006112092114,20,17,398,305,299,291,287,4,3,2,2,2
2780,0.945251207069963,-48994.1882992909,0.937094107178427,20,17,392,302,293,291,287,4,3,2,2,2
2790,0.945536332057603,-49010.2735146978,0.948032321127718,20,17,407,306,295,294,277,4,3,2,2,2
2800,0.945641056417423,-49015.8574916054,0.940854999402255,20,17,399,306,294,279,275,4,3,2,2,2
2810,0.945767266889536,-49022.3145434064,0.947714077987579,20,18,406,294,290,288,283,4,3,2,2,2
2820,0.945420501061676,-49003.3211637952,0.945254213404658,20,17,411,292,289,284,282,4,2,2,2,2
2830,0.945845935471032,-49026.5396993688,0.947420915173463,20,16,399,297,294,291,286,4,3,2,2,2
2840,0.947307467068098,-49107.2044672647,0.947276800410528,20,17,400,297,293,291,288,4,3,3,2,2
2850,0.947201872869753,-49101.2008131866,0.945236840316527,20,16,423,307,302,285,266,4,3,3,2,2
2860,0.946268223844263,-49049.710342255,0.945745105253538,20,16,409,301,299,283,282,4,3,3,2,2
2870,0.946107162805492,-49041.1449255619,0.946627342804359,20,17,424,315,298,279,269,4,3,3,2,2
2880,0.945963084906157,-49036.1809168758,0.952021513773247,20,16,421,316,297,284,268,4,3,3,2,2
2890,0.94643077685086,-49060.8018818217,0.944017155491552,20,17,428,314,302,291,257,4,3,3,2,2
2900,0.945764700980926,-49022.1232948418,0.949206420597698,20,17,421,311,293,281,270,4,3,3,2,2
2910,0.945524615119707,-49009.0438618517,0.947473082993616,20,17,424,318,291,285,260,4,3,3,2,2
2920,0.94563767566252,-49015.693338726,0.948213660747663,20,16,420,306,303,272,265,4,3,3,2,2
2930,0.945374282016974,-49002.3561085047,0.943357774177438,20,17,397,298,292,287,278,4,3,3,2,2
2940,0.945950775974364,-49032.2466178937,0.940727718448804,20,18,399,306,299,290,253,3,3,3,2,2
2950,0.945732835795013,-49020.2825517432,0.944399497008809,20,17,394,313,295,284,271,4,3,3,2,2
2960,0.945835380125671,-49025.9625495597,0.939172694343036,20,16,398,311,294,292,282,4,4,3,2,2
2970,0.945839840272723,-49026.6246817193,0.938962853300826,20,16,401,312,297,283,277,4,4,3,2,2
2980,0.945923235236277,-49030.7776547131,0.942048774594645,20,16,402,304,299,291,279,4,4,3,2,2
2990,0.945851114665497,-49027.5415966049,0.950087813789468,20,16,406,302,301,284,267,4,4,3,2,2
3000,0.947244257885817,-49104.0520070415,0.945300351618766,20,16,417,305,296,279,265,4,4,3,2,2
3010,0.946706382990252,-49073.7247248912,0.946354474511287,20,16,402,301,297,293,270,4,4,3,2,2
3020,0.94557607084228,-49011.6827159905,0.953157186453265,20,16,397,305,299,292,266,4,4,3,2,2
3030,0.946863760069934,-49082.5201234484,0.954893813423875,20,16,410,311,299,288,266,4,4,3,2,2
3040,0.946035041160998,-49036.9939591182,0.945450380168119,20,16,391,305,297,294,271,4,4,3,2,2
3050,0.945711615561758,-49019.1867724876,0.945108246482045,20,16,400,305,291,286,273,4,4,3,2,2
3060,0.945894725263477,-49029.3976529523,0.953645663016319,20,16,393,304,298,285,284,4,4,3,2,2
3070,0.945178615371436,-48990.1616988479,0.950523571792038,20,16,379,308,306,281,266,4,4,3,2,2
3080,0.945619379557962,-49015.2884618715,0.947955967565961,20,16,385,308,302,285,278,4,4,3,2,2
3090,0.946605082140988,-49068.1532523889,0.954702410894843,20,16,394,310,300,281,274,4,4,3,2,2
3100,0.944837918934077,-48972.8471154863,0.949439164894026,20,16,401,311,300,282,271,4,4,3,2,2
3110,0.946454888723052,-49060.3721781135,0.943793418547062,20,16,395,312,296,288,266,4,4,3,2,2
3120,0.946959543191535,-49088.6571171081,0.942257336024168,20,17,380,307,299,292,277,4,3,3,2,2
3130,0.945119697030894,-48986.8333810422,0.942725781308829,20,16,391,300,293,288,277,4,4,3,2,2
3140,0.946193506080057,-49049.0214413885,0.941082787287198,20,16,397,297,295,286,271,4,4,3,2,2
3150,0.945579085963806,-49011.8975759602,0.95569745341881,20,17,399,311,291,285,261,4,3,3,2,2
3160,0.945672453726529,-49023.0681426272,0.94857125986496,20,18,414,297,295,282,265,3,3,3,2,2
3170,0.945722277972636,-49019.7534919938,0.945512536412053,20,16,396,301,298,296,274,4,3,3,2,2
3180,0.94583277155136,-49025.7712156028,0.954278304646616,20,17,405,302,293,289,277,4,3,3,2,2
3190,0.945861488796825,-49027.5608478871,0.942882346496857,20,16,406,306,295,287,256,4,3,3,2,2
3200,0.946094777671322,-49040.4407155123,0.950922072970021,20,16,401,316,299,288,262,4,3,3,2,2
3210,0.945928272869153,-49031.1295833546,0.947862923115914,20,17,413,300,298,295,275,4,3,3,2,2
3220,0.945457907711181,-49005.4510771627,0.9511233023889,20,16,434,300,296,293,265,4,4,3,2,2
3230,0.945774985597045,-49023.2768554687,0.946902931893336,20,16,420,304,302,283,278,4,4,3,2,2
3240,0.946139189009714,-49043.5091112329,0.947251119730872,20,16,424,300,300,278,275,4,4,3,2,2
3250,0.946358544118607,-49054.8804623296,0.940668941353784,20,16,426,298,286,284,270,4,4,3,2,2
3260,0.94575175131773,-49021.7338659433,0.943074012465366,20,16,426,293,285,277,272,4,4,3,2,2
3270,0.945975755029837,-49033.6391174372,0.936869602093123,20,16,414,305,284,281,279,4,4,3,2,2
3280,0.945190056836028,-48990.498631108,0.94204335729586,20,17,386,313,301,277,269,4,3,3,2,2
3290,0.945733586395335,-49020.8910452282,0.945366440921279,20,17,406,304,289,283,274,4,3,3,2,2
3300,0.946055113370494,-49038.0201311332,0.949341699204122,20,17,400,306,286,282,281,4,3,3,2,2
3310,0.945912246413946,-49030.3382611973,0.949156937498057,20,16,402,300,290,285,278,4,4,3,2,2
3320,0.945854549532113,-49027.7289244242,0.948355123836019,20,17,397,300,298,281,281,4,3,2,2,2
3330,0.945791269467669,-49024.0824199696,0.943939187672724,20,17,405,303,292,283,281,4,3,3,2,2
3340,0.946499026526303,-49062.3264519655,0.947936460714306,20,17,413,303,298,281,281,4,3,3,2,2
3350,0.945723356620007,-49020.2629087653,0.954215870332532,20,18,405,312,300,271,262,3,3,3,2,2
3360,0.946148700331126,-49043.8613583319,0.948157279076329,20,17,400,320,314,287,248,4,3,3,2,2
3370,0.946465108889356,-49060.8587549833,0.943320185655189,20,18,384,330,318,284,251,3,3,3,2,2
3380,0.946343888053547,-49055.8550008027,0.947358822698241,20,19,411,318,310,274,253,3,3,3,3,2
3390,0.946709132461852,-49073.8506616949,0.948429835176401,20,17,418,315,299,274,252,4,3,3,3,2
3400,0.946792993635842,-49078.4510376422,0.948846132593049,20,18,424,333,306,269,249,4,3,3,3,2
3410,0.947190541722285,-49100.4730396293,0.944285967927335,20,16,440,316,290,283,252,4,4,4,3,2
3420,0.947297636651408,-49106.1752321855,0.94852069472133,20,16,427,318,308,274,257,4,4,4,3,2
3430,0.947601150171739,-49123.0359951341,0.949665896008894,20,15,430,306,294,286,261,5,4,4,3,2
3440,0.94672073011718,-49074.5174112908,0.939082394030534,20,15,440,298,296,282,262,5,4,4,3,2
3450,0.946582520174969,-49067.6769985101,0.944155863459366,20,16,436,297,290,282,275,4,4,4,3,2
3460,0.946834815756054,-49080.749888428,0.947400490637556,20,15,427,305,293,281,270,5,4,4,3,2
3470,0.945679118137056,-49017.5643597217,0.94636211830994,20,16,418,318,285,279,277,4,4,3,3,2
3480,0.94596072827268,-49033.1763292804,0.9512007624499,20,16,413,323,286,283,272,4,4,4,3,2
3490,0.945526492727562,-49009.085681968,0.950016258585706,20,16,406,327,287,279,267,4,4,3,3,2
3500,0.945040864109239,-48982.5962873427,0.936200517980388,20,16,399,324,286,277,267,4,4,3,3,2
3510,0.945909776157464,-49030.6980473886,0.94256444623583,20,16,394,328,287,286,264,4,4,4,3,2
3520,0.946401499594976,-49057.7809356766,0.944430786222325,20,16,413,339,299,283,248,4,4,4,3,2
3530,0.946187708823622,-49046.3078624187,0.951635781004272,20,15,406,313,304,269,265,5,4,4,3,2
3540,0.946927444586553,-49086.1197286069,0.946079536049636,20,17,413,328,312,266,257,4,4,4,3,2
3550,0.946490630923929,-49065.8700821199,0.941492194820143,20,17,401,335,307,269,267,4,4,3,3,2
3560,0.946466992835224,-49060.6579868608,0.948031035952275,20,18,420,332,310,271,258,4,4,3,3,2
3570,0.946038738472038,-49037.1723907315,0.945543942055481,20,17,419,326,287,270,263,4,4,3,3,2
3580,0.946803050173437,-49079.7557483164,0.94277620069019,20,17,421,329,292,266,264,4,4,3,3,2
3590,0.946295850064111,-49051.2986338457,0.951751653092811,20,17,403,315,296,279,270,4,4,3,3,2
3600,0.946387685398876,-49056.2393267897,0.943488222532515,20,17,407,317,300,277,273,4,4,3,3,2
3610,0.945771611034531,-49022.4247626265,0.951807127291722,20,17,421,305,303,282,266,4,4,3,3,2
3620,0.946414278765036,-49057.7527408118,0.951529212677247,20,17,401,323,302,281,264,5,4,3,3,2
3630,0.945983095368793,-49034.5252190381,0.948039679583652,20,15,398,321,305,272,266,5,4,4,3,2
3640,0.944766568067383,-48967.2204368715,0.948327675707655,20,16,415,306,291,285,265,4,4,4,3,2
3650,0.946093365970164,-49040.135627488,0.948528937733737,20,15,404,315,293,283,276,5,4,4,3,2
3660,0.945058615251908,-48983.3615429675,0.946563192104065,20,17,385,309,308,275,267,4,4,4,2,2
3670,0.945286466292831,-48996.5610224657,0.944177926419319,20,16,390,319,299,288,257,4,4,4,3,2
3680,0.94610498229462,-49041.091522811,0.948355359693095,20,16,374,318,300,283,259,4,4,3,3,2
3690,0.946180346141054,-49044.9746990313,0.936476718723776,20,16,396,307,291,284,269,4,4,3,2,2
3700,0.945927748232472,-49031.455598793,0.947248077525789,20,16,413,315,290,272,250,4,4,3,2,2
3710,0.945948896998327,-49032.1704059969,0.951102270429864,20,18,409,316,296,282,249,4,3,3,2,2
3720,0.946783363872964,-49078.0321063325,0.94676574366763,20,18,413,309,299,289,259,4,3,3,2,2
3730,0.946175742822411,-49044.748619994,0.946844913381224,20,17,407,321,297,282,270,4,3,3,3,2
3740,0.9455788226156,-49014.4304923309,0.941728226224683,20,17,413,299,292,290,268,4,3,3,2,2
3750,0.947463146369399,-49115.2216963047,0.9470377687913,20,16,413,303,302,291,268,5,4,3,2,2
3760,0.946662627826767,-49071.3372688006,0.941942288828248,20,17,438,301,289,288,279,4,4,3,2,2
3770,0.946554340853885,-49065.4808410734,0.95070537535001,20,17,409,313,288,278,273,4,4,3,2,2
3780,0.9463415471001,-49053.6924584647,0.947785016591386,20,17,395,315,285,279,273,4,4,3,2,2
3790,0.946402694203279,-49057.5251260545,0.949770616481673,20,16,387,306,301,291,258,4,4,4,3,2
3800,0.946238827852611,-49048.1160552474,0.937378517057017,20,15,390,314,303,292,271,5,4,4,3,2
3810,0.946019055957211,-49036.0615054998,0.941441722957043,20,16,401,306,294,287,266,4,4,3,3,2
3820,0.94750453247391,-49117.514675827,0.947560794265859,20,17,405,316,292,285,260,4,4,4,2,2
3830,0.945770760601868,-49022.3684343643,0.944283932247337,20,16,394,326,292,289,271,4,4,4,3,2
3840,0.945737909950235,-49021.0148983757,0.944988649561286,20,17,405,330,290,289,252,4,4,3,3,2
3850,0.946316672066115,-49053.3678709784,0.948075590802184,20,17,377,332,306,304,250,4,4,3,3,2
3860,0.946039639814809,-49037.2922461694,0.946880285790618,20,16,393,308,298,283,272,4,4,3,3,2
3870,0.945912891393802,-49030.1660489259,0.946047411298626,20,15,408,302,294,290,253,5,4,4,3,2
3880,0.946798820659247,-49078.8781947845,0.94705441886516,20,16,388,312,303,296,256,4,4,4,3,2
3890,0.945910375447934,-49030.0586133572,0.952117218323908,20,17,387,320,306,285,250,4,4,4,3,2
3900,0.94466612863039,-48962.4748500544,0.93408804760735,20,17,393,313,289,281,269,4,4,3,3,2
3910,0.945617857134217,-49014.0263225362,0.952957550110831,20,16,389,317,289,281,255,4,4,4,3,2
3920,0.945623248631575,-49014.428906052,0.946851406056649,20,16,404,313,285,285,259,4,4,4,3,2
3930,0.945277329454031,-48995.5684818217,0.944666612572784,20,16,415,297,295,286,261,4,4,4,3,2
3940,0.946281771890085,-49050.4136154775,0.946521687798263,20,16,402,315,288,286,259,4,4,4,3,2
3950,0.945298883178908,-48997.6390803761,0.940285469691927,20,16,405,315,296,279,251,5,4,4,3,2
3960,0.946855808128287,-49081.9758800142,0.939770744784584,20,15,394,325,301,289,254,5,4,4,3,2
3970,0.944651688617958,-48962.5606941342,0.940532086161955,20,16,383,307,305,289,266,4,4,4,3,2
3980,0.946168330523882,-49044.4230631465,0.943001714380656,20,17,395,314,296,283,268,4,4,3,3,2
3990,0.946537977229516,-49064.5234026637,0.947125645570058,20,17,396,308,297,295,275,4,4,4,3,2
4000,0.946160109137848,-49045.1138144286,0.951532978764336,20,16,406,308,301,286,274,4,4,3,3,2
4010,0.946914005572441,-49085.5473455702,0.945985572673001,20,15,413,319,292,274,268,5,4,4,3,2
4020,0.946148233393156,-49046.2215114998,0.939728303934041,20,15,400,315,300,284,277,5,4,4,3,2
4030,0.94625197817386,-49048.9677842844,0.94336468871444,20,15,410,296,288,285,284,5,4,4,3,2
4040,0.945431659533332,-49003.7574176464,0.948159503982224,20,16,415,291,288,287,287,5,4,4,3,2
4050,0.945603605991571,-49013.3334773135,0.945397177884036,20,15,427,299,291,286,277,5,4,4,3,2
4060,0.946065632529724,-49039.6553697192,0.94948476272578,20,16,421,305,304,279,273,4,4,4,3,2
4070,0.945696027950287,-49018.2969748415,0.952708668503718,20,16,428,304,285,282,275,4,4,4,3,2
4080,0.946295484681037,-49052.991687055,0.946352850793144,20,15,428,303,292,288,276,5,4,4,3,2
4090,0.945423370745831,-49003.447821746,0.936684762746097,20,16,417,323,277,275,274,4,4,4,3,2
4100,0.946573038606742,-49067.1535819258,0.945951367845278,20,16,441,302,288,274,263,4,4,4,3,2
4110,0.945740959231344,-49020.8350236262,0.949913438573552,20,16,417,305,289,287,277,4,4,3,3,2
4120,0.945533482108768,-49009.5078588499,0.943173469039916,20,16,416,302,299,282,278,4,4,3,3,2
4130,0.946063816722578,-49038.5130409685,0.94113250523944,20,17,416,305,289,285,267,4,4,3,3,2
4140,0.946008444213712,-49035.459420996,0.942697138347304,20,15,404,303,293,285,281,5,4,4,3,2
4150,0.945999561102143,-49034.9632184151,0.942752475812608,20,16,413,297,292,287,277,4,4,4,3,2
4160,0.946147789734047,-49043.3935629345,0.947687341908321,20,16,393,299,296,288,286,4,4,4,3,2
4170,0.945620440312829,-49014.1174900216,0.942074319937172,20,16,416,292,283,282,274,4,4,3,3,2
4180,0.945744426494079,-49021.7318601661,0.950005381967882,20,17,394,302,297,284,265,4,4,3,3,2
4190,0.94551967821788,-49008.5796211045,0.946332812790996,20,16,397,308,305,284,261,4,4,4,3,2
4200,0.944990223757244,-48981.8145107586,0.939678499430678,20,16,385,303,299,295,275,4,4,4,3,2
4210,0.945485464359826,-49007.0218543775,0.942334277648582,20,16,398,299,293,279,270,4,4,4,3,2
4220,0.944822220649236,-48970.6064023054,0.945930690390718,20,16,393,305,296,286,257,4,4,4,3,2
4230,0.945705749519357,-49019.2358210501,0.952282312533132,20,17,414,299,289,278,265,4,4,3,2,2
4240,0.944489050904975,-48952.1486993633,0.945731141428237,20,17,407,318,297,269,256,4,4,3,2,2
4250,0.945974480486636,-49034.017515238,0.948652098102946,20,17,414,310,298,266,266,4,3,3,2,2
4260,0.945092799849799,-48985.2377743417,0.942992501970758,20,16,403,327,290,266,264,5,4,3,2,2
4270,0.945467338299657,-49005.727910072,0.947597423860366,20,16,401,323,293,290,262,4,4,4,3,2
4280,0.946194761334059,-49048.5501660782,0.955695837932273,20,17,387,321,309,281,269,4,4,3,3,2
4290,0.945672951424311,-49019.1291111365,0.948677168072022,20,16,394,316,306,282,262,4,4,3,3,2
4300,0.946664258878176,-49071.3893727807,0.953649740490897,20,16,396,310,302,294,260,4,4,3,3,2
4310,0.946743212768487,-49075.7741605579,0.943697591679683,20,16,372,310,303,295,276,4,4,3,3,2
4320,0.945427234284207,-49003.6312407398,0.941069114125678,20,16,390,310,305,280,260,4,4,4,3,2
4330,0.945512768054234,-49008.5828841274,0.943352964532414,20,16,408,311,303,271,268,4,4,3,3,2
4340,0.946324316224187,-49053.0457619224,0.947105457473745,20,15,410,309,300,276,260,5,4,4,3,2
4350,0.945992919147909,-49034.9936968465,0.946225461633856,20,16,389,309,304,283,268,4,4,3,3,2
4360,0.945803315495,-49024.1794053729,0.947569403733363,20,16,394,304,300,282,274,4,4,3,3,2
4370,0.946618994286146,-49069.1145966795,0.948519487114871,20,16,386,318,301,279,273,4,4,3,3,2
4380,0.946073140396227,-49040.8002162274,0.94186091157171,20,16,391,316,305,280,269,4,4,3,3,2
4390,0.946608093303669,-49068.3957110835,0.94478330949522,20,16,405,309,306,286,282,4,4,4,3,2
4400,0.946691272635475,-49073.5224759721,0.940992947387326,20,15,382,304,303,294,285,5,4,4,3,2
4410,0.94500923648287,-48981.1206028397,0.945946174047921,20,16,399,314,294,283,277,5,4,3,3,2
4420,0.945188833282122,-48991.2605032724,0.949130839742862,20,16,401,301,295,288,286,4,4,3,3,2
4430,0.945792122993241,-49023.9214064482,0.94274793460218,20,16,396,307,295,294,292,4,4,3,3,2
4440,0.946357759581955,-49055.3611873855,0.939157352247372,20,16,415,304,293,290,275,4,4,4,3,2
4450,0.946645081287354,-49070.4678165544,0.946393312435531,20,16,420,307,294,285,268,5,4,4,2,2
4460,0.946676234206881,-49072.1003072802,0.94765269743279,20,16,435,301,285,284,270,5,4,4,2,2
4470,0.946416787832383,-49058.6528687767,0.950217066468422,20,17,413,303,290,280,277,4,4,3,3,2
4480,0.946043540212305,-49039.0990749238,0.946544239249038,20,17,422,307,301,293,276,5,4,4,3,2
4490,0.945272202878188,-48995.5933455957,0.947337027111689,20,16,432,300,297,286,269,4,4,4,3,2
4500,0.945664692005025,-49016.7307948831,0.942561779961073,20,16,437,315,293,290,259,4,4,4,3,2
4510,0.946772877389382,-49077.932789675,0.94107647920987,20,16,421,315,293,293,272,4,4,4,3,2
4520,0.946041065720693,-49037.326677265,0.946606519802141,20,16,433,311,299,278,265,4,4,4,3,2
4530,0.947683979578553,-49127.6468864052,0.950294380440242,20,16,417,305,304,278,277,4,4,4,3,2
4540,0.946456601552923,-49060.2651891818,0.938558277996188,20,15,413,296,288,286,274,5,4,4,3,2
4550,0.946615813215546,-49070.0310424595,0.93969636601497,20,16,410,297,296,280,268,5,4,4,2,2
4560,0.946930993021813,-49086.4011090163,0.945260069396576,20,15,401,296,294,285,283,5,4,4,3,2
4570,0.945420499788599,-49003.7890879857,0.950812665382609,20,16,400,308,295,292,270,4,4,3,3,2
4580,0.945247759388272,-48994.6591683163,0.951883932383473,20,16,421,309,289,285,272,4,4,4,3,2
4590,0.946417813852035,-49058.9411327675,0.946823725526147,20,16,396,305,288,285,279,4,4,3,3,2
4600,0.945680469378495,-49018.1727449029,0.940254630498829,20,16,393,304,294,286,284,4,4,4,3,2
4610,0.946500838652771,-49063.6866479709,0.940640501968167,20,16,382,308,297,290,266,4,4,4,3,2
4620,0.945488801913497,-49008.1772254619,0.948113046150563,20,17,379,322,297,293,272,4,4,4,3,2
4630,0.9461172131433,-49041.4331648515,0.942164491494551,20,15,409,308,294,282,277,5,4,4,3,2
4640,0.945973965567408,-49034.4353047059,0.948436602123793,20,16,395,319,291,275,261,4,4,3,3,2
4650,0.945155599865257,-48988.8610274705,0.939719273778359,20,16,405,314,294,264,258,4,4,3,3,2
4660,0.945604252474753,-49016.9501691634,0.950853162007391,20,16,412,301,301,264,251,4,4,3,3,2
4670,0.945177642488405,-48989.7956302697,0.9404180270535,20,16,393,331,306,273,247,4,4,3,3,2
4680,0.945840773629893,-49026.4206761614,0.94908601708813,20,17,399,316,293,282,266,4,4,3,3,2
4690,0.945491155319913,-49007.1118171657,0.944719503528743,20,16,406,309,284,281,265,4,4,3,3,2
4700,0.945106038618286,-48986.4515970313,0.951177750236676,20,17,408,316,292,285,242,4,4,3,3,2
4710,0.945583600368557,-49012.7667056911,0.947765302218847,20,16,390,316,299,295,245,4,4,3,3,2
4720,0.946502788456063,-49063.8217668253,0.934756200444557,20,16,399,306,302,294,251,4,4,3,3,2
4730,0.946650614885248,-49071.591723705,0.956214813813827,20,15,393,318,315,292,240,5,4,4,3,2
4740,0.94682161870854,-49080.4303923275,0.945448650635339,20,15,394,328,305,295,240,5,4,4,3,2
4750,0.94616740098046,-49044.3091670781,0.958420704956929,20,15,381,329,301,295,239,5,4,4,3,2
4760,0.945823236484735,-49025.524436006,0.945642535090083,20,16,391,328,296,286,248,4,4,3,3,2
4770,0.944232801024876,-48937.8915629026,0.946237614697487,20,16,373,333,297,286,249,4,4,4,3,2
4780,0.945351691143003,-49000.8297399244,0.949289427990236,20,15,391,323,295,283,251,5,4,4,3,2
4790,0.945357103281264,-48999.8487270302,0.945925598228778,20,15,380,319,307,280,246,5,4,4,3,2
4800,0.945711261737754,-49020.8163287337,0.945050394470633,20,15,384,339,308,271,229,5,4,4,3,2
4810,0.945608188947756,-49015.5797711121,0.942956317238578,20,16,398,333,318,266,216,5,4,4,3,2
4820,0.945219227202325,-48992.4380090639,0.938209692513415,20,16,405,349,302,263,210,4,4,4,3,2
4830,0.945215631215954,-48991.8821935905,0.94501063895694,20,15,394,345,301,271,212,5,4,4,3,2
4840,0.944302029044043,-48942.172941422,0.942056694683684,20,16,404,320,290,278,227,4,4,4,3,2
4850,0.946008655544259,-49038.3256893599,0.946986834169298,20,17,395,338,285,282,232,4,4,4,3,2
4860,0.945568107854197,-49012.2809961517,0.943360554459217,20,15,383,340,293,293,219,5,4,4,3,2
4870,0.945431160626053,-49004.9967593601,0.947603874717612,20,16,404,340,294,280,219,4,4,4,3,2
4880,0.9452617096739,-48995.8439783044,0.943068369311702,20,15,408,337,302,273,225,5,4,4,3,2
4890,0.944374990777812,-48945.9902035903,0.945299932756087,20,15,399,319,304,273,231,5,4,4,3,2
4900,0.945127087659947,-48987.4499803989,0.945580712578695,20,15,406,341,304,270,218,5,4,4,3,2
4910,0.945990869806465,-49034.446083383,0.945257336033911,20,15,409,337,309,264,225,5,4,4,3,2
4920,0.945568954605503,-49011.3016170531,0.9510734516918,20,17,417,340,307,263,241,4,4,3,3,2
4930,0.945212293220761,-48991.7260923299,0.949388063235772,20,17,416,333,286,274,238,4,4,4,3,2
4940,0.944622240333806,-48959.5448258808,0.944960331287787,20,16,403,325,298,273,244,4,4,4,3,2
4950,0.945296579260506,-48996.3966179238,0.942854540195818,20,16,399,326,292,276,238,4,4,4,3,2
4960,0.945697039580922,-49018.6927616965,0.942287166925168,20,16,404,338,287,265,224,4,4,3,3,2
4970,0.945641122674339,-49015.5823487436,0.943072146329712,20,16,375,338,291,266,230,4,4,3,3,2
4980,0.945642662516378,-49015.52767865,0.942559097510581,20,16,369,339,296,270,233,4,4,3,3,2
4990,0.944838395069026,-48971.1655188837,0.943569855312433,20,16,389,332,295,268,245,4,4,4,3,2
5000,0.945879115172676,-49028.9930571291,0.945340648472802,20,17,395,342,285,271,242,4,4,3,2,2
5010,0.945125321994456,-48986.948821677,0.942629952211485,20,16,394,325,289,285,238,5,4,4,3,2
5020,0.944954998912808,-48977.9668626295,0.949638071229383,20,16,421,322,295,271,234,4,4,4,3,2
5030,0.945351409534821,-49000.1973563116,0.945346561743836,20,16,412,323,289,272,240,4,4,4,3,2
5040,0.945558943632527,-49010.8846284184,0.943495097835541,20,15,425,330,293,282,219,5,4,4,3,2
5050,0.944915579404357,-48975.4879198591,0.935703334806561,20,16,420,346,300,278,213,4,4,4,3,2
5060,0.945339868868201,-48999.2443868815,0.947460356896396,20,16,402,336,310,279,227,4,4,4,3,2
5070,0.945401145574374,-49002.2575661011,0.945275315352682,20,16,383,341,304,271,239,4,4,4,3,2
5080,0.944801614537255,-48969.1369004019,0.947637065455362,20,16,394,341,296,279,229,4,4,4,3,2
5090,0.945020367956815,-48981.1692527668,0.947891948427248,20,17,386,335,296,276,235,4,3,3,3,2
5100,0.946547980177621,-49065.0246596566,0.941435356854992,20,16,398,334,285,277,226,4,4,3,3,2
5110,0.94524788742763,-48993.8606209697,0.942330125596084,20,15,399,318,290,276,233,5,4,4,3,2
5120,0.945435599349214,-49003.9986980667,0.93897170619629,20,15,384,341,294,277,222,5,4,4,3,2
5130,0.945910586893105,-49030.3624964109,0.941276583309992,20,15,403,323,289,284,224,5,4,4,3,2
5140,0.94588584053457,-49028.8244776725,0.945022550577498,20,16,400,319,291,279,232,4,4,4,3,2
5150,0.945215567825349,-48991.9086110802,0.950201829745278,20,16,397,329,296,281,226,4,4,3,3,2
5160,0.945216368033416,-48992.0857563834,0.944336041583254,20,16,409,333,280,280,240,4,4,4,3,2
5170,0.945389895696196,-49003.1124435361,0.949624350466184,20,15,404,331,288,287,237,5,4,4,3,2
5180,0.945431783095835,-49003.7761162893,0.944402092727589,20,15,422,336,299,267,217,5,4,4,3,2
5190,0.945744516878576,-49021.8165986951,0.953158905495814,20,16,408,315,301,260,231,5,4,3,3,2
5200,0.945166236099706,-48989.2336071758,0.943853291197511,20,15,412,327,294,263,217,5,4,4,3,2
5210,0.944786714965278,-48968.3777912655,0.949677778851031,20,16,406,320,294,251,218,4,4,4,3,2
5220,0.945663986261213,-49018.4053709506,0.93924844958474,20,16,374,327,289,276,220,4,4,4,3,2
5230,0.945202371950502,-48991.1568423637,0.937419853310957,20,16,388,306,305,266,220,4,4,3,3,2
5240,0.945231657525683,-48992.919155948,0.943488888487037,20,16,365,320,308,277,239,4,4,3,3,2
5250,0.946293100187035,-49051.7908546899,0.941151383496084,20,16,380,316,298,277,239,4,4,4,3,2
5260,0.946493146283701,-49062.1785268242,0.945431179639151,20,16,414,311,299,264,232,4,4,4,3,2
5270,0.945340135678867,-48999.966973652,0.943594614459476,20,16,403,334,288,270,219,4,4,4,3,2
5280,0.946170320694588,-49044.5478926213,0.947099770506971,20,17,413,325,287,275,218,4,4,4,3,2
5290,0.944232098142926,-48937.8370489739,0.953017086275762,20,16,404,332,291,267,225,4,4,4,3,2
5300,0.945395611710113,-49001.7700262385,0.939383201608903,20,16,412,326,291,272,218,4,4,4,3,2
5310,0.945170004503802,-48989.3763945184,0.948694859815187,20,15,389,315,299,283,237,5,4,4,3,2
5320,0.94421360459011,-48936.9738591738,0.942266192280775,20,16,399,340,287,272,228,4,4,4,3,2
5330,0.945405231298511,-49002.6359572747,0.945968078338057,20,16,386,339,288,276,225,4,4,4,3,2
5340,0.945563471458155,-49010.9871062087,0.945621509582515,20,16,399,348,285,266,218,5,4,4,2,2
5350,0.946168027857321,-49045.1514602729,0.951572833766188,20,15,396,344,289,286,215,5,4,4,3,2
5360,0.945603033601458,-49013.1752861105,0.942940196485497,20,15,390,359,290,289,200,5,4,4,3,2
5370,0.945038643950159,-48982.2535161426,0.947181817757075,20,16,403,352,294,280,198,4,4,4,3,2
